Timestamp,Average Beta Amplitude,Average Alpha Amplitude,Average Theta Amplitude
1720629447.6252239,72.18382246851093,117.58219262980583,152.90467458775456
1720629565.485729,14.759803219708905,14.541600485906079,18.015378805892695
1720629683.629866,55.80886937311812,95.29070327929932,168.06016895288766
1720629802.5944939,37.81084589137655,33.211896120806934,43.74825460807375
