Timestamp,Average Beta Amplitude
1718167595.1523662,786.9422831159368
1718167646.496042,365.0226500081114
1718167697.8407419,452.70750598632435
1718167749.188428,165.8191555580936
1718167800.532346,265.5976629894103
1718167851.878282,383.9613759158673
1718167903.224267,45.41071464522798, focus
1718167954.5698571,44.38370693725506, focus
1718168005.916373,228.44279352585255, eyes closed
1719738646.243007,232.2623392322709,253.7723429926401,498.55461198984534
