Timestamp,EEG Value
1720936942.4228659,7
1720936942.5366669,0
1720936942.652261,0
1720936942.7689521,13
1720936942.8828769,9
1720936943.001499,13
1720936943.114173,9
1720936943.231436,15
1720936943.348396,12
1720936943.4642088,12
1720936943.5802398,15
1720936943.6971169,12
1720936943.8146749,14
1720936943.9297018,18
1720936944.04536,10
1720936944.16167,11
1720936944.2778392,11
1720936944.394065,11
1720936944.510148,12
1720936944.627243,10
1720936944.7445812,11
1720936944.859145,11
1720936944.975584,10
1720936945.093017,11
1720936945.2077599,10
1720936945.323997,10
1720936945.44095,10
1720936945.557935,10
1720936945.673006,10
1720936945.786745,9
1720936945.902295,8
1720936946.0181901,5
1720936946.134312,10
1720936946.251801,10
1720936946.364529,5
1720936946.479912,6
1720936946.59478,4
1720936946.7107258,5
1720936946.824848,6
1720936946.940238,7
1720936947.0558279,6
1720936947.1702569,6
1720936947.285198,5
1720936947.4017951,6
1720936947.5153978,2
1720936947.630843,8
1720936947.746358,4
1720936947.860904,6
1720936947.977123,5
1720936948.091038,6
1720936948.2061188,6
1720936948.322932,6
1720936948.436485,6
1720936948.551983,5
1720936948.667116,6
1720936948.781739,5
1720936948.89807,6
1720936949.0119731,5
1720936949.1270468,5
1720936949.243424,6
1720936949.357198,6
1720936949.473032,7
1720936949.588901,7
1720936949.702662,6
1720936949.8176901,5
1720936949.9327328,5
1720936950.047945,8
1720936950.163234,9
1720936950.28083,12
1720936950.394345,6
1720936950.5093062,9
1720936950.626705,10
1720936950.7403038,8
1720936950.855781,8
1720936950.9716952,9
1720936951.086089,8
1720936951.201455,8
1720936951.316331,9
1720936951.431444,9
1720936951.54673,6
1720936951.663915,11
1720936951.777981,8
1720936951.893738,7
1720936952.009799,8
1720936952.1232471,8
1720936952.238485,7
1720936952.353524,7
1720936952.468121,7
1720936952.585175,5
1720936952.6984708,8
1720936952.813946,9
1720936952.930341,6
1720936953.0439239,7
1720936953.15922,7
1720936953.274237,6
1720936953.389649,7
1720936953.5059211,5
1720936953.619554,5
1720936953.734556,5
1720936953.849618,9
1720936953.964768,9
1720936954.079494,7
1720936954.194797,4
1720936954.310696,5
1720936954.426542,5
1720936954.540291,6
1720936954.656163,7
1720936954.770599,5
1720936954.885609,4
1720936955.0027251,7
1720936955.1158872,1
1720936955.231649,6
1720936955.347423,3
1720936955.461045,4
1720936955.577291,3
1720936955.693411,5
1720936955.8065972,3
1720936955.922598,4
1720936956.036543,4
1720936956.151681,3
1720936956.268003,4
1720936956.382085,1
1720936956.4977732,0
1720936956.612727,0
1720936956.727425,0
1720936956.842443,0
1720936956.9576168,0
1720936957.0725892,0
1720936957.1888242,0
1720936957.3028321,0
1720936957.4188511,0
1720936957.533221,0
1720936957.6482592,2
1720936957.76448,0
1720936957.878037,0
1720936957.993611,0
1720936958.109932,0
1720936958.2236989,0
1720936958.339366,0
1720936958.454881,0
1720936958.5690591,0
1720936958.685052,0
1720936958.799296,0
1720936958.914512,0
1720936959.029406,0
1720936959.1451561,0
1720936959.2604108,0
1720936959.374835,0
1720936959.490276,0
1720936959.605186,0
1720936959.720086,1
1720936959.835226,0
1720936959.9504158,0
1720936960.065452,3
1720936960.1806662,0
1720936960.2959082,0
1720936960.410812,0
1720936960.526934,3
1720936960.640955,0
1720936960.756224,1
1720936960.8725388,0
1720936960.986368,0
1720936961.102143,0
1720936961.2161,0
1720936961.331734,0
1720936961.449096,20
1720936961.565248,14
1720936961.6813061,13
1720936961.797774,12
1720936961.9136992,14
1720936962.029988,15
1720936962.147079,11
1720936962.2628312,10
1720936962.379381,13
1720936962.4933062,5
1720936962.6101089,0
1720936962.723092,0
1720936962.838969,0
1720936962.953387,0
1720936963.068738,0
1720936963.1846578,0
1720936963.2992709,0
1720936963.4138508,0
1720936963.52928,0
1720936963.644077,0
1720936963.760334,0
1720936963.8742871,0
1720936963.989543,0
1720936964.105976,0
1720936964.219608,0
1720936964.335402,0
1720936964.450866,0
1720936964.564793,0
1720936964.680745,2
1720936964.79499,0
1720936964.910035,0
1720936965.0269911,0
1720936965.1403341,0
1720936965.256232,0
1720936965.372386,0
1720936965.485615,0
1720936965.601953,0
1720936965.7159019,0
1720936965.830986,0
1720936965.946713,0
1720936966.061163,0
1720936966.175595,0
1720936966.291306,2
1720936966.4066072,1
1720936966.5224278,0
1720936966.636658,0
1720936966.7519722,0
1720936966.8684921,0
1720936966.982024,0
1720936967.0978298,0
1720936967.2133062,0
1720936967.327435,0
1720936967.4426339,1
1720936967.560378,0
1720936967.6726358,0
1720936967.788021,3
1720936967.902982,0
1720936968.018847,0
1720936968.1345122,0
1720936968.248241,9
1720936968.3645492,7
1720936968.478522,5
1720936968.593743,0
1720936968.709671,0
1720936968.828219,0
1720936968.939005,0
1720936969.053727,0
1720936969.169183,0
1720936969.2854688,0
1720936969.399772,0
1720936969.514388,0
1720936969.630896,0
1720936969.7446358,0
1720936969.8602931,0
1720936969.9767601,0
1720936970.0900302,0
1720936970.205991,0
1720936970.3223581,18
1720936970.439256,23
1720936970.552772,9
1720936970.6677918,0
1720936970.784941,15
1720936970.9015949,14
1720936971.0185869,17
1720936971.135045,23
1720936971.247297,0
1720936971.363324,6
1720936971.48151,12
1720936971.5977468,12
1720936971.710783,9
1720936971.829665,8
1720936971.942394,14
1720936972.057106,7
1720936972.171606,6
1720936972.287482,0
1720936972.402447,1
1720936972.517555,1
1720936972.632428,1
1720936972.747731,1
1720936972.862497,0
1720936972.9779541,1
1720936973.092899,1
1720936973.207996,0
1720936973.32303,1
1720936973.43837,0
1720936973.553316,0
1720936973.668617,2
1720936973.783802,0
1720936973.8984141,0
1720936974.01376,0
1720936974.12911,0
1720936974.243849,0
1720936974.359107,1
1720936974.4759302,1
1720936974.5894148,0
1720936974.705396,3
1720936974.819596,6
1720936974.934282,2
1720936975.049855,0
1720936975.165101,0
1720936975.280766,2
1720936975.395154,0
1720936975.510884,0
1720936975.625352,0
1720936975.740489,0
1720936975.855593,0
1720936975.9707341,0
1720936976.0855758,2
1720936976.20066,6
1720936976.315341,0
1720936976.430395,0
1720936976.5479412,0
1720936976.661186,0
1720936976.776455,0
1720936976.891665,0
1720936977.0066361,0
1720936977.121909,0
1720936977.237047,0
1720936977.351968,0
1720936977.469183,22
1720936977.5854368,24
1720936977.7015839,23
1720936977.8184488,17
1720936977.931796,7
1720936978.047342,0
1720936978.162417,4
1720936978.2799911,22
1720936978.396112,16
1720936978.5098398,0
1720936978.62717,11
1720936978.743395,13
1720936978.857367,3
1720936978.97247,1
1720936979.088608,1
1720936979.202545,3
1720936979.3179479,3
