Timestamp,Beta
1.5,0.05778315590043816
1.58,0.05926209045750924
1.66,0.06221557484013903
1.74,0.06499386237979198
1.82,0.06591571505365099
1.9,0.06498170643000684
1.98,0.0622316985114679
2.06,0.06257090349730421
2.14,0.05785082997077611
2.22,0.056249961912625386
2.3,0.05451272990460884
2.38,0.05266302886253504
2.46,0.052254021678350006
2.54,0.048806119709891564
2.62,0.048272598300007116
2.7,0.043931625377988906
2.79,0.039745528259046196
2.86,0.036535321483154415
2.94,0.03887500032436735
3.02,0.04148939837091377
3.1,0.044129248633068885
3.19,0.04679541927096449
3.26,0.049546696366306424
3.35,0.051815678146032496
3.42,0.05706637175696019
3.51,0.06338854228552414
3.59,0.06728296283064468
3.67,0.07367200712575941
3.75,0.08308840889347177
3.83,0.09315938159066377
3.91,0.10220145545826356
3.99,0.10989819129363233
4.07,0.11755899717041365
4.15,0.12358032528942604
4.23,0.13092920366517374
4.31,0.1364040301618682
4.4,0.13996868223988493
4.47,0.14632777307422232
4.55,0.14903782615088643
4.63,0.15451406577995627
4.71,0.15948512191809658
4.79,0.1574167643572435
4.87,0.16769687665953537
4.95,0.17256749586786035
5.03,0.17518186029982796
5.11,0.17873484750351187
5.19,0.18317411235856546
5.27,0.18539445928719958
5.35,0.18249549787849262
5.43,0.18070227092122104
5.51,0.17994861520761507
5.59,0.17883943370940608
5.67,0.18128678422371772
5.75,0.17592246475147888
5.83,0.17445600101984904
5.92,0.17315672665163445
6.0,0.1721828104182903
6.07,0.17245406838490962
6.16,0.1736030723786014
6.23,0.17365996160208186
6.32,0.17487050359754486
6.4,0.17733518492291211
6.48,0.1808080729574192
6.56,0.18521660809266732
6.64,0.19092551936522914
6.72,0.19711041087079217
6.8,0.2040875563389329
6.88,0.21166786625674075
6.96,0.2189692453625764
7.04,0.2246849490731992
7.12,0.23731277729075811
7.2,0.2465104952478682
7.28,0.2546692364899445
7.36,0.26523298925896166
7.44,0.2694902473779658
7.52,0.2850936526869209
7.6,0.29271891673933104
7.68,0.30132452785699615
7.76,0.30815641078943
7.84,0.3159209787869889
7.92,0.3158505144900528
8.0,0.3314333515480278
8.08,0.33762640567611935
8.16,0.34320545195979607
8.24,0.346581075285463
8.32,0.3478070481013154
8.4,0.35437468806300443
8.48,0.3558282944770076
8.56,0.35816311749605323
8.64,0.35989245032704476
8.72,0.3624711527178649
8.81,0.3630779929565958
8.88,0.36185978192412693
8.97,0.36162106312935194
9.04,0.36228790158453655
9.13,0.3613838328600397
9.21,0.35801699613523397
9.29,0.3590562973537904
9.37,0.3578242725658542
9.45,0.3567142875893923
9.53,0.3566294138110023
9.61,0.3538121866036729
9.69,0.3549174527744689
9.77,0.355065616190403
9.85,0.35532193284024743
9.93,0.35646250244725514
10.01,0.35780228906969536
10.09,0.35970959114012274
10.17,0.3623655732122978
10.25,0.36502369903271675
10.33,0.3681190955957562
10.41,0.37154117855276614
10.49,0.37596899367348
10.57,0.3792438121691208
10.65,0.38348314480950607
10.73,0.38789448923956893
10.81,0.39305226698269663
10.89,0.3977832504203199
10.97,0.4048235964582778
11.05,0.4064482815465395
11.13,0.4110811660789997
11.21,0.4147058400274203
11.29,0.4201292481419182
11.37,0.42445815800953224
11.46,0.42657592376084513
11.53,0.43152671704885986
11.62,0.4341484591846354
11.69,0.43760778722257665
11.78,0.44312632670480134
11.86,0.45308169155257494
11.94,0.4465687619056319
12.02,0.4501297503989426
12.1,0.4522748146030932
12.18,0.4541486555843628
12.26,0.45580360018343224
12.34,0.45719911712620537
12.42,0.4572120771388382
12.5,0.45816118682367646
12.58,0.4600023145588534
12.66,0.4615975434822106
12.74,0.45882410816385805
12.82,0.4631348619524789
12.9,0.46315688618315165
12.98,0.4630850380391039
13.06,0.4629171651149503
13.14,0.4635309226508646
13.22,0.4608945176456076
13.32,0.46073774087206343
13.38,0.46058748357617063
13.46,0.4604403729587351
13.54,0.46032467369955415
13.62,0.46024090569961207
13.7,0.46060117896551844
13.78,0.4605672674015062
13.86,0.4605923897150115
13.94,0.4605176785030039
14.02,0.4608515886504072
14.1,0.46108048731881646
14.18,0.46136151411466886
14.3,0.46162777657100595
14.34,0.4621274338324731
14.43,0.46259698509418345
14.51,0.46372105017897614
14.59,0.46367731651013705
14.67,0.4642833754303726
14.74,0.46490296804987563
14.83,0.4655626516411475
14.91,0.4652114940478456
14.99,0.4675525978821532
15.07,0.4689447084231452
15.15,0.4691456305960538
15.23,0.46929528007717053
15.31,0.46940278648524475
15.39,0.47091061529936873
15.47,0.47175880330657693
15.55,0.4726099503147667
15.63,0.475029891602653
15.71,0.4751490835031855
15.79,0.47131357354409154
15.87,0.47620367971307986
15.95,0.47712087938603887
16.03,0.47803779256231954
16.11,0.4789831444301494
16.19,0.48157242974194703
16.27,0.4808194776156696
16.35,0.4809015867656748
16.43,0.48266219022118534
16.51,0.4835533457915645
16.59,0.48363418821216847
16.67,0.4837178548011092
16.75,0.4862281069592145
16.83,0.4870924762752807
16.92,0.4887853042434958
16.99,0.48881832792435453
17.08,0.4896498270434591
17.15,0.49126538614127324
17.24,0.49205415810269737
17.32,0.4936209321209728
17.4,0.4943332950371751
17.48,0.4950154795103175
17.55,0.4941476280184415
17.64,0.49477916141055917
17.72,0.4960904191847528
17.8,0.49734402885283746
17.88,0.49780894856012997
17.96,0.4975454082566383
18.04,0.49859225229637316
18.12,0.49827303626449126
18.2,0.49858035700621695
18.28,0.4988176856788651
18.36,0.4984458252419259
18.44,0.49915445748962917
18.52,0.4992438570754828
18.6,0.4987858413777964
18.68,0.4987980540016907
18.76,0.4987692263171132
18.84,0.4983150056408429
18.92,0.4985916140363912
19.0,0.4987694417901391
19.08,0.49857624491134894
19.16,0.4983589768883314
19.24,0.4979513909804937
19.32,0.49826610811945615
19.4,0.49785643217472997
19.48,0.49764355829700047
19.56,0.4974798951561106
19.64,0.4974022832070697
19.73,0.4975172236871531
19.8,0.4974321448987796
19.89,0.4977800685213933
19.96,0.49836752582966926
20.05,0.49877821426682845
20.13,0.49977334940999774
20.2,0.4998534149737088
20.29,0.5005268187448277
20.36,0.5012806141774151
20.45,0.5021127787608517
20.53,0.5030166520555515
20.61,0.5048209789165168
20.69,0.50414740372525
20.77,0.5052118590331505
20.85,0.5063357442244665
20.93,0.5074978293493971
21.01,0.5086825167438584
21.09,0.5078426089518515
21.17,0.5090523171351393
21.25,0.5102908048973667
21.33,0.5115333075321036
21.41,0.517253483564971
21.49,0.5151405428280991
21.57,0.5152395010683335
21.65,0.5175896420706906
21.73,0.5176172078153126
21.81,0.5199218398238936
21.89,0.5210268583248953
21.97,0.5232071186895983
22.05,0.524192086705562
22.13,0.5251095075835812
22.21,0.525956303702812
22.29,0.5278742312083757
22.37,0.5274660418662522
22.45,0.5270261724516968
22.54,0.5276480122021754
22.61,0.5282031584185525
22.7,0.5276679400776497
22.77,0.5322632667708544
22.86,0.5285726661561511
22.94,0.5289544222128797
23.01,0.5283672944383183
23.1,0.5295559807985768
23.17,0.5306451063529825
23.26,0.5291475655532035
23.34,0.5293062486723521
23.42,0.5294156423135158
23.5,0.5294641905024149
23.58,0.5301447056238825
23.66,0.5306971210505913
23.74,0.5299416143224236
23.82,0.5297979816663524
23.9,0.5296001353736882
23.98,0.5293680314627449
24.06,0.5287147688756034
24.14,0.5287929091409168
24.22,0.5287980796629516
24.3,0.5283977821653763
24.38,0.5279556372936826
24.46,0.5277531515471858
24.54,0.5268922099106267
24.62,0.52657379681335
24.7,0.5260806564896415
24.78,0.5255729121343485
24.86,0.5250539295128783
24.94,0.5246749861317946
25.02,0.5240876803435426
25.1,0.5235916718609321
25.19,0.5230762820867016
25.26,0.5225713808079595
25.34,0.5223463137992532
25.42,0.5218854272428969
25.5,0.5214279233757201
25.59,0.5209748839732921
25.66,0.5205456609292292
25.75,0.520138073147346
25.82,0.5197435982409172
25.91,0.5188586610810675
25.99,0.5184938450417589
26.07,0.5187924611630177
26.15,0.5185613244084837
26.23,0.5170385646814626
26.31,0.5175153090195969
26.39,0.517413407582819
26.47,0.5181897061503739
26.55,0.518253586649565
26.63,0.5174695903790013
26.71,0.5158736105322654
26.79,0.5178623734998257
26.87,0.518194893935519
26.95,0.5186004090098713
27.03,0.5202423647578096
27.11,0.5184974937953608
27.19,0.5214897215992467
27.27,0.5222240525438194
27.35,0.5230067653118469
27.43,0.5238349497274197
27.51,0.5234244701799852
27.59,0.5192882079698735
27.67,0.5252092167623534
27.75,0.5273917442656706
27.83,0.5270344033110543
27.91,0.5279461974800259
28.0,0.5288660698553878
28.07,0.5310258944593372
28.16,0.5319161113042878
28.23,0.5315279347880345
28.31,0.5323840043173848
28.4,0.531993205282779
28.47,0.5340065347846612
28.56,0.5347776222949289
28.63,0.5366847723641472
28.72,0.5385249518280752
28.8,0.539146860719026
28.88,0.536317226173387
28.96,0.5391042605703082
29.04,0.5384967561502898
29.12,0.5389399334120866
29.2,0.5403928546895211
29.28,0.543843357460384
29.36,0.5419771341554181
29.44,0.5421567704118528
29.52,0.5413392006131635
29.6,0.5414346769882606
29.68,0.5406126792317243
29.76,0.5423321209582943
29.84,0.5406246027871954
29.92,0.5405596387362195
30.0,0.5411557449035833
30.08,0.5416440528076709
30.16,0.5427118175412661
30.24,0.5404540755229238
30.32,0.5396429204894306
30.41,0.5393848587460743
30.48,0.539914836982989
30.56,0.5391388809686541
30.64,0.5380828970540881
30.72,0.5384001902877621
30.81,0.5382023343210504
30.88,0.5376679764655289
30.96,0.5373355577562462
31.04,0.5369673797666732
31.12,0.5367490885353079
31.21,0.536306398113577
31.28,0.5360310948404589
31.37,0.5361926124787826
31.44,0.5356327775469795
31.53,0.537374507758714
31.61,0.5368091112796042
31.69,0.5361598350255105
31.77,0.5354454418693443
31.85,0.5355198594404647
31.93,0.5386736317441779
32.01,0.5358090171059868
32.09,0.5360025964993427
32.17,0.5362425097962683
32.25,0.5365153282254593
32.33,0.535572914501325
32.41,0.5371518638542198
32.49,0.5361577821941518
32.57,0.5392358551336482
32.65,0.5396337082334661
32.73,0.5414376541669421
32.81,0.5389457571448746
32.89,0.5407579076404176
32.97,0.5396445068126139
33.05,0.5414643795811934
33.13,0.5418094361277387
33.21,0.5406612483483338
33.29,0.540988903376842
33.37,0.5427755937813554
33.45,0.5430779394568787
33.53,0.543378945062395
33.61,0.5450962628804782
33.69,0.5482162041273873
33.77,0.5442068786320529
33.86,0.5458645435801993
33.93,0.5447710554639575
34.02,0.5437262233115523
34.09,0.5452283709860795
34.18,0.5429558575621957
34.26,0.5431289490930784
34.34,0.5432447487669406
34.42,0.5433010695338707
34.5,0.5443055202746576
34.58,0.5462300224119889
34.66,0.5449772410643002
34.74,0.5447010397198098
34.82,0.54437409978569
34.9,0.5439989293148721
34.98,0.5428535876440458
35.06,0.5418430043443511
35.14,0.5414408731757914
35.22,0.5419827928281767
35.3,0.5413569743617501
35.38,0.5417042251871846
35.46,0.5414388595792117
35.54,0.5388687893808147
35.62,0.5382671197984445
35.7,0.5376670470571964
35.78,0.5369708068997788
35.86,0.536132393981133
35.94,0.5352621203956588
36.02,0.5345023508868739
36.1,0.5339291230597875
36.18,0.5331001514738378
36.26,0.5318306721581904
36.34,0.53052875424435
36.42,0.5295222180513333
36.5,0.5285107483972129
36.58,0.5275005950382258
36.67,0.5264943393443359
36.74,0.5241648509247243
36.83,0.5259455539779708
36.9,0.5250722002660474
36.99,0.5251198659449322
37.07,0.524270135155278
37.15,0.5202561625492955
37.23,0.5225909528983566
37.3,0.5217679484207656
37.39,0.5198493317307499
37.47,0.5201530800733055
37.55,0.5182144600236551
37.63,0.5156662383195025
37.71,0.5156027122572938
37.79,0.514226168387304
37.87,0.5142421582703156
37.95,0.5146986837439673
38.03,0.5109097149957783
38.11,0.5135850254496312
38.19,0.5120510701193381
38.27,0.5116072783100625
38.35,0.5112049517692212
38.43,0.5108405575471252
38.51,0.509002041534124
38.59,0.5112745794206698
38.67,0.5100185703538127
38.75,0.5098263950565858
38.83,0.5096712621203057
38.91,0.508486378240797
38.99,0.5106109939383692
39.07,0.5094517866570837
39.15,0.5094653657892414
39.23,0.5095119185927136
39.31,0.5096036463439394
39.39,0.5083009086521654
39.48,0.5123908664972278
39.55,0.5113104575747812
39.64,0.5114917512020207
39.72,0.5116793588202856
39.79,0.5143436003081625
39.88,0.5144841454113779
39.95,0.5158522507725408
40.04,0.5135334496979549
40.12,0.5136553554635221
40.2,0.5126099945217409
40.28,0.510466408117815
40.36,0.5139546442673129
40.44,0.5140217991746308
40.52,0.5151485628107213
40.6,0.5140761043231101
40.68,0.5120154780272372
40.76,0.5130054398651117
40.84,0.5119897032782244
40.92,0.511015845041935
