Timestamp,Average Beta Amplitude
1717469822.928992,4839.802034355032
1717469864.034991,4953.2251604675375
1717469905.1366599,4254.642439622961
1717469946.2419899,29.953253070657958
1717469987.346893,28.600608693787688
1717470028.452574,26.712119153735568
1717470069.5588229,21.092950964429072
1717470110.668949,12.644520193804382
1717470151.773709,2766.535867568363
1717470192.890927,3436.6408260210355
1717470234.001467,1958.6725807207235
1717470275.108215,3788.0065095955233
1717470316.219619,1432.7557757239986
1717470357.322426,14.179328883354195
1717470398.430872,7.7830274477889745
1717470439.533374,12.910757268721376
1717470480.639981,14.261977467094665
1717470521.7477481,18.276486701187043
1717470562.8763142,2035.1853154595515
1717470603.988797,2650.283757429892
1717470645.092624,173.47072154885166
1717470686.2046,2647.6353314775524
1717470727.322329,2490.009324931436
1717470768.445769,2407.338405570696
1717470809.5740008,27.099991090615408
1717470850.683413,4575.14641909955
1717470891.7892008,16.03772402891116
1717470932.893715,3758.82802940503
1717470973.9990542,27.9339119214478
1717471015.1090581,3744.6169536585985
1717471056.214707,28.892696095788494
1717471097.319933,10.246212584261215
1717471138.4256032,106.96528019903951
1717471179.530845,23.57455031360427
1717471220.636155,21.260014261107813
1717471261.754167,2773.003941219217
1717471302.860225,840.6346432096193
1717471343.9853692,21.51439133134004
1717471385.110914,33.87016838684432
1717471426.240989,31.08489740776938
1717471467.3671198,27.429961782647503
1717471508.492898,19.573860765142427
1717471549.618549,44.04222530557517
1717471590.7492669,39.254583634326565
1717471631.875225,37.32752008204203
1717471673.000445,102.13511819692508
1717471714.1307452,45.42769949300471
1717471755.240076,2406.365903964506
1717471796.3617868,2241.3562049094294
1717471837.489109,51.37466612469469
1717471878.6177049,70.13066066630856
1717471919.7432861,51.642565168346536
1717471960.869399,64.79633584063238
1717472001.9969249,4896.796723169798
1717472043.100567,27.503553491389987
1717472084.207353,14.38906155932227
1717472125.3110669,13.393190513620702
1717472166.417016,988.3620049571078
1717472207.5232,182.1903677171586
1717472248.639986,3309.4494472205324
1717472289.770008,9.368542054085596
1717472330.895798,22.34459922024765
1717472372.021656,20.360562140268538
1717472413.191694,34.096625718950946
1717472454.327861,30.14153173302862
1717472495.4546509,20.83883524322551
1717472536.581586,27.226039406463713
1717472577.707663,10.88645232775248
1717472618.838602,13.803230266722068
1717472659.954476,2604.605435500535
1717472701.083571,19.107676376413995
1717472742.198207,2285.3433687082584
1717472783.29921,25.394436993821323
1717472824.398158,45.77421520781935
1717472865.4845839,29.654338230500926
1717472906.5685089,34.65025986656424
1717472947.676341,2660.28412389093
1717472988.801978,18.013197678066184
1717473029.916221,3191.409182174027
1717473071.009013,2394.2048864619615
1717473112.095636,514.3393282775465
1717473153.181529,3226.590236155345
1717473194.292625,5199.376923804188
1717473235.389379,20.722859699444385
1717473276.50752,3541.066099540692
1717473317.6346009,9.56059127937353
1717473358.757021,2516.1356918623815
1717473399.838526,18.496452693416302
1717473440.924682,28.03688380479708
1717473482.0056078,9.595680463328335
1717473523.087129,10.719223013765536
1717473564.1734872,18.813095954337605
1717473605.254465,12.071496422356478
1717473646.340961,10.547943969125926
1717473687.420597,12.32632722261778
1717473728.506911,338.6305614321365
1717473769.5881531,22.378623289365645
1717473810.673887,54.904865768534606
1717473851.755449,38.82153801968038
1717473892.8460422,17.262447668311886
1717473933.922694,4.85930297852654
1717473975.007933,24.93490880824036
1717474016.0888488,12.73074572154514
1717474057.178071,15.790546150668154
1717474098.2571242,15.436893201331937
1717474139.338211,18.022823934452962
1717474180.424455,111.52596212775859
1717474221.505889,54.55613964236662
1717474262.591313,17.371632386957444
1717474303.697242,3521.0694791904807
1717474344.787275,92.70730973375767
1717474385.869218,15.408627492728034
1717474426.9548469,59.53597996798924
1717474468.036353,24.733612811356352
1717474509.1224818,21.57541958219889
1717474550.2046232,28.107547006014784
1717474591.289366,20.424351138006354
1717474632.370637,22.881416809701665
1717474673.456486,31.956851784535402
1717474714.538838,73.75920462476975
1717474755.64462,4223.584398588655
1717474796.762608,1002.4955890240302
1717474837.876797,1049.300759629014
