Timestamp,Average Beta Amplitude
1717454591.915104,0.0
1717454632.998317,0.0
1717454674.083117,0.0
1717454947.556753,296.31058941284937
1717454988.647247,2954.372338720905
1717455029.740046,1682.9168482512446
1717455070.8331552,894.6458540887302
1717455111.9220722,559.0199323830207
1717455153.016613,167.87004251479843
1717455194.103717,385.6220977974772
1717455235.197485,1420.0709845881277
1717455276.283938,239.81210188752908
1717455317.365962,385.967469429277
1717455358.451649,0.0
1717455399.531926,0.0
1717455440.616588,0.0
1717455481.7022269,0.0
1717456020.49952,422.71774053821883
1717456061.59168,432.69796587683174
1717456102.68557,218.71729559529467
1717456143.779108,66.44663470159247
1717456184.880661,67.97610006445215
1717456225.978111,40.96143157281406
1717456267.0798771,68.81846215671293
1717456308.181901,56.33800068036285
1717456349.283079,193.3290329265306
1717456390.3805299,175.51734572936775
1717456431.486388,60.46998624291501
1717456472.587976,26.95034571923981
1717456513.694536,37.182751720617574
1717456554.799392,59.087302971438206
1717456595.905206,33.808464356613165
1717456637.011195,35.59878822348115
1717456678.116679,42.88346943960748
1717456719.222938,54.86069827168389
1717456760.3276649,25.211817631587174
1717456801.433661,42.05204668211567
1717456842.5391,39.74251929347547
1717456883.6448362,28.906661989988137
1717456924.751013,51.107491435982155
1717456965.856649,40.00355339545604
1717457006.962236,43.287097186817626
1717457048.06806,34.37483544366316
1717457089.173436,25.27545803997416
1717457130.279465,42.52835232420762
1717457171.385084,37.59181470395604
1717457593.620408,1648.8586397706297
1717457634.7198741,391.126471202979
1717457675.818366,115.62588249674818
1717457716.920623,470.8860983796741
1717457758.025994,132.47783666758406
1717457799.1323378,47.84544819488358
1717457840.230113,1635.9006004411463
1717457881.344884,1406.1396174259094
1717457922.467107,1876.6361982353324
1717457963.5772429,1095.6573322942609
1717458004.6913862,298.5631408060306
1717458045.805572,759.5305361599585
1717458086.9237041,1022.0889876409826
1717458128.0380979,361.18261323780735
1717458169.152311,376.0991901139552
1717458210.27037,317.3787703743029
1717458251.3846788,413.9477005508187
1717458292.498941,511.2884286345387
1717458333.617743,455.3634896091314
1717458374.731574,471.93555621755286
1717458415.8457532,341.4762086402678
1717458456.964575,323.9405360437636
1717458498.078212,412.7160545804155
1717458539.1924639,474.3674552557982
1717458580.307082,484.28617293482444
1717458621.425333,506.32530718889956
1717458662.539022,328.8262408179655
1717458703.6534321,436.5711562857963
1717458744.771712,436.18406001388325
1717458785.88582,1199.5140483600085
1717458827.0003378,845.7469576528388
1717458868.1181371,1236.7974836879184
1717458909.232703,1356.0700942928659
1717458950.346854,279.7614653302688
1717458991.4610822,1585.9774234371469
1717459032.579062,1070.0791689417863
1717459073.6831481,824.8447244578754
1717459114.79008,1235.1129500817012
1717459155.9076219,969.5890335224487
1717459197.02161,911.0271164361376
1717459238.135478,706.1955656399093
1717459279.253372,932.1360014352559
1717459320.367509,1273.186239408281
1717459361.481546,1066.2723917721141
1717459402.5954728,547.636636673214
1717459443.713485,1357.8142053786357
1717459484.8274229,1170.2992078144016
1717459525.945515,263.90550564313395
1717459567.059329,472.1267449128129
1717459608.1730728,578.7557063712752
1717459649.291698,341.9825938728356
1717459690.405173,1071.647338998587
1717459731.5234718,717.176000278057
1717459772.637569,1319.9337200664738
1717459813.755651,1350.9849460928763
1717459854.86956,1675.37995797094
1717459895.9875488,1399.3729356892077
1717459937.101702,776.3242392226724
1717459978.219736,966.7217485134602
1717460019.3334541,365.05567874100393
1717460060.451363,281.1094794963942
1717460101.569762,459.3133562140174
1717460142.683661,197.97518611482295
1717460183.80196,369.5976308010988
1717460224.91597,1320.6908181228105
1717460266.038272,353.18443864263867
1717460307.160137,883.5259042891244
1717460348.282155,1331.988754201136
1717460389.404515,1391.3263738222226
1717460430.52271,995.9537893658033
1717460471.644908,1057.7098326347227
1717460512.762968,815.2721355727397
1717460553.880969,1285.8906728093582
1717460594.999029,1065.8405350789055
1717460636.1173918,964.5020617943138
1717460677.2351308,654.2504884830907
1717460718.353477,907.5040149330925
1717460759.471332,1541.3734324002398
1717460800.589542,379.29056549827885
1717460841.703341,531.5763561895461
1717460882.82143,368.1233141609847
1717460923.939834,384.25858507281976
1717460965.0536802,287.485408225042
1717461006.171711,439.9940810094462
1717461047.2897558,383.5910952140363
1717461088.4038851,342.23584300454286
1717461129.521682,321.2751220070521
1717461170.6357682,335.98698892116767
1717461211.74997,1257.5483455445765
1717461252.868011,346.0845848874217
1717461293.9820218,282.19652129438157
1717461335.100158,448.8671314342103
1717461376.2137449,206.48996456562847
1717461417.327977,474.81484983954033
1717461458.438016,329.4197608816328
1717461499.5518222,346.52229212794816
1717461540.660866,277.0997175335282
1717461581.769066,702.9389283094862
1717461622.882854,777.2665816157996
1717461663.997057,623.2199277598686
1717461705.1066968,342.9067739303778
1717461746.22076,1106.6391285882453
1717461787.330542,1964.9265046747273
1717461828.444489,1494.2449543958278
1717461869.55796,772.1572164581713
1717461910.6680489,410.9673678783304
1717461951.782187,346.7406463982361
1717461992.891995,448.909531649643
1717462034.0058198,1019.1780510997371
1717462075.119475,1281.0243156293186
1717462116.229655,434.2835511537512
1717462157.343504,998.9347422789574
1717462198.453506,662.3937270086134
1717462239.5670242,1715.7560936416892
1717462280.680798,1601.5113764950386
1717462321.795119,802.245482371714
1717462362.9132311,1116.6302016850027
1717462404.031119,1106.3395048902983
1717462445.149472,765.851921943857
1717462486.267191,1207.0674824610087
1717462527.385077,1578.40809924568
1717462568.50312,1434.6131087421431
1717462609.621254,880.3304346765384
1717462650.7392268,938.8979349063993
1717462691.857116,1117.050686366333
1717462732.975203,451.67382450418535
1717462774.089901,318.2332640884226
1717462815.207205,314.1925960009082
1717462856.325394,709.7146850028572
1717462897.439598,705.2828472259943
1717462938.553153,500.1886893347313
1717462979.6672618,243.4566896152695
1717463020.780971,361.32931113606463
1717463061.890832,894.9499089178471
1717463103.0046542,1299.6850868149374
1717463144.118669,1613.1670799183294
1717463185.232814,698.4995886291522
1717463226.347235,1466.5347313936866
1717463267.4575171,1631.1136215655772
1717463308.571344,1498.2987417264817
1717463349.6851761,946.3055309046749
1717463390.795111,1106.8388291500862
1717463431.908948,1178.6152969203854
1717463473.0229309,543.8018505357513
1717463514.136967,1293.6842690335673
1717463555.2509341,1766.375291211089
1717463596.3612502,1052.521830701419
1717463637.474794,188.62180286054652
1717463678.588661,1659.1918153203126
1717463719.702743,1144.0633479053602
1717463760.8161511,958.043324231764
1717463801.9304378,1280.3775358450166
1717463843.044555,1173.101319527775
1717463884.1584058,1176.6862661554492
1717463925.269038,848.7380472317316
1717463966.382205,812.5235657895643
1717464007.4961321,1448.4948240833749
1717464048.6099122,1291.9486480575292
1717464089.723735,779.6584955900146
1717464130.837868,1439.9422643737962
1717464171.951933,1291.5413940973517
1717464213.0659032,500.10315165598183
1717464254.179709,1580.7082841540314
1717464295.293698,919.1358348235075
1717464336.407719,1058.1720358299576
1717464377.5176508,1513.710877932239
1717464418.6310651,1374.4574352020322
1717464459.745305,1516.410232962117
1717464500.8589308,1308.3917830082148
1717464541.973357,1072.717991219057
1717464583.0872772,620.875504574582
1717464624.201237,792.1367585836072
