Timestamp,Average Beta Amplitude
1717464665.310944,870.9040744487962
1717464706.4250371,731.092697296125
1717464747.5390239,907.0691777516442
1717464788.65292,1120.3367396410413
1717464829.767293,1725.897220219374
1717464870.880861,1445.660063487554
1717464911.994581,788.0672106234131
1717464953.1086552,1197.6406241294294
1717464994.222551,685.0565748600234
1717465035.3365529,1067.241750820752
1717465076.450295,1115.6707507478152
1717465117.5643609,1102.9470775732314
1717465158.6779258,1428.803842254218
1717465199.79232,1311.8007180645607
1717465240.910541,351.2709910073939
1717465282.0242739,1348.8468944594817
1717465323.148524,842.2248757150277
1717465364.273654,350.10942885057847
1717465405.388281,1116.2924718001077
1717465446.50607,855.7434509676532
1717465487.620498,953.4782802233838
1717465528.7352672,1268.824866350109
1717465569.8528159,891.0223798060268
1717465610.966806,998.7309387069147
1717465652.085387,1287.2866160005738
1717465693.199368,1720.5776848975888
1717465734.314016,1418.053263802076
1717465775.427766,1332.620380340612
1717465816.5456278,1292.9593491436626
1717465857.6593971,1007.3020124671714
1717465898.774027,1545.8009545858336
1717465939.88819,1257.5506100040002
1717465981.002208,980.6793501027049
1717466022.1203468,1099.655541793035
1717466063.2344902,1408.8539818997162
1717466104.348755,725.3451587345426
1717466145.4623702,1154.734844625175
1717466186.576927,1195.7694278794088
1717466227.691175,322.27419895694914
1717466268.8054972,653.7658756237881
1717466309.9152498,914.9683994975429
1717466351.029216,892.5875066351325
1717466392.1434839,1008.2079549046789
1717466433.2575428,761.705253515197
1717466474.371739,641.9819283350608
1717466515.485612,379.0246867652067
1717466556.595854,1070.5421005594665
1717466597.7094631,1011.4906784293565
1717466638.819846,735.9082289718854
1717466679.934203,806.7001902364951
1717466721.0479512,716.1815201986886
1717466762.15801,958.5246826891846
1717466803.272584,1120.460963585372
1717466844.386406,1894.2751380586396
1717466885.5004642,1164.523704754782
1717466926.610364,1765.4026959964453
1717466967.7244558,1200.5957119982193
1717467008.8347452,211.68122220219527
1717467049.9447649,496.6709442355149
1717467091.0369961,503.787042671972
1717467132.14534,1305.5596566512936
1717467173.258998,467.9786527910859
1717467214.3728268,909.211206979619
1717467255.483059,576.9693553664271
