Timestamp,EEG Value
1720943674.273165,39
1720943674.388902,30
1720943674.505152,32
1720943674.621398,38
1720943674.737694,41
1720943674.8539798,39
1720943674.970326,37
1720943675.086432,46
1720943675.202868,45
1720943675.3188322,42
1720943675.4353201,41
1720943675.5514722,39
1720943675.667857,39
1720943675.784805,40
1720943675.900173,39
1720943676.016434,41
1720943676.132739,39
1720943676.248846,40
1720943676.365184,40
1720943676.4814641,39
1720943676.5975082,39
1720943676.713828,37
1720943676.830185,39
1720943676.946489,38
1720943677.0625842,39
1720943677.178539,38
1720943677.294762,40
1720943677.411492,38
1720943677.52752,39
1720943677.643661,38
1720943677.760105,37
1720943677.876488,36
1720943677.991926,34
1720943678.108607,32
1720943678.225666,27
1720943678.341262,27
1720943678.457741,25
1720943678.573706,27
1720943678.690073,25
1720943678.806338,24
1720943678.92265,22
1720943679.038893,23
1720943679.1552262,24
1720943679.271331,24
1720943679.387672,24
1720943679.50384,24
1720943679.620023,25
1720943679.736131,25
1720943679.8523462,27
1720943679.968679,27
1720943680.085036,28
1720943680.201271,29
1720943680.3175712,28
1720943680.433774,29
1720943680.5516338,28
1720943680.666267,29
1720943680.782437,28
1720943680.898688,28
1720943681.0149708,28
1720943681.13125,28
1720943681.2474382,29
1720943681.36386,29
1720943681.480015,30
1720943681.596344,29
1720943681.712689,29
1720943681.828862,29
1720943681.944849,29
1720943682.061301,29
1720943682.177557,28
1720943682.293819,29
1720943682.4099689,29
1720943682.526311,29
1720943682.6425102,28
1720943682.7587972,30
1720943682.875005,29
1720943682.990771,29
1720943683.1072378,29
1720943683.2237482,30
1720943683.340032,30
1720943683.456183,31
1720943683.5725398,29
1720943683.6886551,30
1720943683.80498,30
1720943683.92204,29
1720943684.037598,31
1720943684.153945,30
1720943684.2700338,30
1720943684.386224,30
1720943684.502393,31
1720943684.618731,30
1720943684.734956,32
1720943684.851116,32
1720943684.967388,30
1720943685.0837388,30
1720943685.1996129,32
1720943685.3162482,33
1720943685.432503,37
1720943685.54889,37
1720943685.664932,43
1720943685.781238,43
1720943685.897467,44
1720943686.0137842,45
1720943686.130136,45
1720943686.246272,45
1720943686.362496,43
1720943686.479307,43
1720943686.59483,44
1720943686.7112231,44
1720943686.827486,43
1720943686.9438028,44
1720943687.060437,44
1720943687.1759622,43
1720943687.291956,43
1720943687.40866,43
1720943687.524912,44
1720943687.64137,43
1720943687.757385,42
1720943687.876055,41
1720943687.9894881,44
1720943688.1055748,42
1720943688.222262,42
1720943688.33875,41
1720943688.4577,40
1720943688.5712268,41
1720943688.687359,40
1720943688.803606,40
1720943688.919871,41
1720943689.036116,41
1720943689.1523788,40
1720943689.2693682,40
1720943689.384662,40
1720943689.501031,39
1720943689.6172988,38
1720943689.7332852,39
1720943689.849267,40
1720943689.966086,39
1720943690.0824802,38
1720943690.198678,38
1720943690.314859,39
1720943690.431156,38
1720943690.5472481,37
1720943690.663585,40
1720943690.779781,38
1720943690.89609,37
1720943691.0123389,37
1720943691.12848,38
1720943691.244745,37
1720943691.361045,36
1720943691.47721,36
1720943691.593337,37
1720943691.709749,36
1720943691.8261492,35
1720943691.942179,37
1720943692.0586119,36
1720943692.174762,36
1720943692.290978,36
1720943692.407375,35
1720943692.523655,36
1720943692.639799,35
1720943692.756052,36
1720943692.8723588,35
1720943692.988092,36
1720943693.1045609,35
1720943693.2207701,36
1720943693.337465,35
1720943693.45427,35
1720943693.5697658,35
1720943693.686114,35
1720943693.80217,36
1720943693.918587,35
1720943694.034883,35
1720943694.15095,34
1720943694.267733,34
1720943694.383571,35
1720943694.4998531,34
1720943694.6159701,34
1720943694.732179,36
1720943694.8485389,34
1720943694.964719,34
1720943695.0810869,34
1720943695.197324,35
1720943695.313617,34
1720943695.429732,33
1720943695.545942,35
1720943695.662313,35
1720943695.778631,34
1720943695.894837,33
1720943696.01089,35
1720943696.127295,34
1720943696.2435808,34
1720943696.3598561,34
1720943696.476563,34
1720943696.592324,34
1720943696.708551,34
1720943696.8247502,35
1720943696.9409611,33
1720943697.0572171,35
1720943697.1734972,34
1720943697.289768,34
1720943697.406131,34
1720943697.5225909,34
1720943697.655555,34
1720943697.754854,34
1720943697.8711958,36
1720943697.986791,35
1720943698.103046,34
1720943698.2195818,35
1720943698.3359392,36
1720943698.4521742,34
1720943698.568993,35
1720943698.684535,36
1720943698.800956,34
1720943698.917391,34
1720943699.03345,34
1720943699.149771,35
1720943699.26597,34
1720943699.382167,35
1720943699.498682,35
1720943699.614422,34
1720943699.731165,34
1720943699.847925,34
1720943699.963812,34
1720943700.082626,34
1720943700.195978,34
1720943700.3123431,36
1720943700.428525,34
1720943700.544662,35
1720943700.660918,34
1720943700.777163,35
1720943700.893502,34
1720943701.009554,34
1720943701.125877,34
1720943701.241929,35
1720943701.358546,35
1720943701.4746182,35
1720943701.590936,35
1720943701.70719,34
1720943701.823309,34
1720943701.93963,33
1720943702.055903,34
1720943702.172173,34
1720943702.288248,35
1720943702.4047391,35
1720943702.5209432,34
1720943702.637295,33
1720943702.7534778,35
1720943702.869663,34
1720943702.9854321,33
1720943703.101891,34
1720943703.218482,33
1720943703.334601,34
1720943703.450804,35
1720943703.5673568,34
1720943703.6833448,35
1720943703.7997062,34
1720943703.915947,34
1720943704.032018,34
1720943704.148365,34
1720943704.264807,35
1720943704.380948,35
1720943704.497053,34
1720943704.6133811,34
1720943704.729625,35
1720943704.8457868,34
1720943704.961653,34
1720943705.0783381,35
1720943705.194649,34
1720943705.3109891,34
1720943705.427,35
1720943705.543285,34
1720943705.65952,34
1720943705.775816,34
1720943705.8920581,35
1720943706.008447,34
1720943706.1240692,34
1720943706.2408352,35
1720943706.3571541,36
1720943706.473311,35
1720943706.5894232,35
1720943706.705732,35
1720943706.822029,35
1720943706.938254,36
1720943707.054535,36
1720943707.17011,35
1720943707.286703,35
1720943707.4033349,36
1720943707.519275,36
1720943707.6358762,36
1720943707.751883,36
1720943707.868308,36
1720943707.9836779,37
1720943708.100229,37
1720943708.216991,36
1720943708.333259,37
1720943708.449365,37
1720943708.565635,38
1720943708.681917,37
1720943708.79851,37
1720943708.914539,38
1720943709.0308821,37
1720943709.146691,38
1720943709.26745,37
1720943709.379359,38
1720943709.499585,37
1720943709.6119838,37
1720943709.7280378,37
1720943709.844248,38
1720943709.9606779,38
1720943710.0767329,37
1720943710.1928818,38
1720943710.3096058,38
1720943710.4255092,37
1720943710.541823,38
1720943710.659585,39
1720943710.774692,38
1720943710.890475,38
1720943711.0068748,37
1720943711.123316,38
1720943711.2393868,37
1720943711.355699,38
1720943711.471859,37
1720943711.588171,37
1720943711.704006,38
1720943711.820482,38
1720943711.936794,37
1720943712.053092,38
1720943712.169327,37
1720943712.285092,38
1720943712.4016871,37
1720943712.518292,39
1720943712.6346161,38
1720943712.7506912,38
1720943712.8668401,38
1720943712.982775,38
1720943713.0990689,38
1720943713.2156081,39
1720943713.331434,38
1720943713.4482,38
1720943713.5649889,38
1720943713.680199,38
1720943713.796438,38
1720943713.913179,39
1720943714.0294662,39
1720943714.145662,39
1720943714.261947,40
1720943714.3781261,39
1720943714.494307,40
1720943714.610552,38
1720943714.726644,38
1720943714.843081,39
1720943714.959379,40
1720943715.0756311,40
1720943715.191919,40
1720943715.3081138,39
1720943715.4242618,40
1720943715.540638,40
1720943715.6568298,39
1720943715.772869,40
1720943715.888961,38
1720943716.0054872,39
1720943716.121814,40
1720943716.238167,39
1720943716.354363,40
1720943716.47051,41
1720943716.586963,39
1720943716.702972,39
1720943716.819254,40
1720943716.93557,39
1720943717.051936,40
1720943717.1681862,40
1720943717.2841952,39
1720943717.400736,39
1720943717.516922,40
1720943717.632876,39
1720943717.749294,40
1720943717.8656378,40
1720943717.9813912,40
1720943718.097683,39
1720943718.214431,40
1720943718.3305311,40
1720943718.446783,39
1720943718.5632691,40
1720943718.67931,40
1720943718.795391,41
1720943718.912699,39
1720943719.02815,40
1720943719.144321,40
1720943719.26052,40
1720943719.376765,39
1720943719.492907,40
1720943719.6093361,40
1720943719.725578,39
1720943719.8415291,41
1720943719.958174,39
1720943720.0743291,41
1720943720.190549,40
1720943720.306823,41
1720943720.4230049,41
1720943720.5390642,41
1720943720.655489,42
1720943720.771745,43
1720943720.888088,42
1720943721.0049942,42
1720943721.120641,44
1720943721.2366788,43
1720943721.352885,43
1720943721.4692569,43
1720943721.5854561,44
1720943721.701783,45
1720943721.8180192,42
1720943721.934315,44
1720943722.05059,43
1720943722.16678,43
1720943722.28268,42
1720943722.399292,42
1720943722.515747,42
1720943722.6316469,44
1720943722.7478871,42
1720943722.864869,42
1720943722.979699,44
1720943723.096264,43
1720943723.213022,43
1720943723.32915,42
1720943723.4455118,42
1720943723.561793,43
1720943723.677963,44
1720943723.794771,43
1720943723.9104111,43
1720943724.026722,44
1720943724.142991,44
1720943724.2591648,44
1720943724.375447,43
1720943724.4918752,43
1720943724.6079948,44
1720943724.7241862,43
1720943724.840478,44
1720943724.956683,45
1720943725.07296,43
1720943725.1891022,45
1720943725.305351,43
1720943725.421341,43
1720943725.5373518,44
1720943725.654162,44
1720943725.770251,44
1720943725.886652,45
1720943726.002877,43
1720943726.119157,43
1720943726.235353,44
1720943726.351657,43
1720943726.467951,43
1720943726.584146,44
1720943726.700415,44
1720943726.816461,43
1720943726.932752,44
1720943727.049061,44
1720943727.165351,44
1720943727.281544,43
1720943727.3978949,43
1720943727.514219,44
1720943727.642768,44
1720943727.746811,44
1720943727.862925,43
1720943727.9782841,44
1720943728.095121,44
1720943728.211595,44
1720943728.327837,44
1720943728.4440472,44
1720943728.56027,44
1720943728.6766038,44
1720943728.793199,44
1720943728.9091752,44
1720943729.025355,44
1720943729.141547,44
1720943729.257864,44
1720943729.374132,44
1720943729.4903731,44
1720943729.6062741,44
1720943729.7226949,43
1720943729.839104,44
1720943729.955182,44
1720943730.071574,45
1720943730.1876822,44
1720943730.3041332,43
1720943730.420324,43
1720943730.53641,44
1720943730.652748,44
1720943730.768854,44
1720943730.885231,43
1720943731.001621,45
1720943731.117677,44
1720943731.234109,44
1720943731.350286,44
1720943731.46657,43
1720943731.582602,45
1720943731.698913,43
1720943731.815128,44
1720943731.931447,44
1720943732.047657,45
